month,transferred,business_unit_l3,internal_categorization_l2,company,is_stream,original_currency,new_sector_group,id,po_purchasing_group,original_amount,base_currency,category,business_unit_l4,indigenous_flag,cost_type,data_source,spendanalysis_id,subcategory,internal_categorization_l3,normalized_vendor_name,new_sector,diversity_designation,internal_categorization_l1,simple_vendor_name,company_group_system,spend_amount_attribute,vendor_number,social_enterprise_flag,commercial_status_group,date,gdw_subcat,amount,original_vendor_name,business_unit_l2,business_unit,gdw_cat,is_diverse,minority_indicator,commercial_status,channel_type,transaction_description,po_number,vendor_country,company_group,business_unit_l5,is_preferred,is_managed,impactable,include_in_savings,lost_savings_rate,compliance_status,Extra_1,Extra_2,Extra_3,Extra_4,Extra_5,Extra_6
10,0,\People," Culture and Safety\""",CONSULTANCY,7020,NULL,AUD,NULL,2815982,C09,6000,AUD,PROFESSIONAL SERVICES,NULL,NULL,NULL,AP Data,8130,GENERAL CONSULTING,TBC,GIMBULKI RESOURCES PTY LTD,Corporate Services,NULL,CORPORATE SERVICES,GIMBULKI RESOURCES PTY LTD,SAP & Others,Under 100k,26127498391,NULL,NULL,30-10-2022,ADVISORY & MANAGEMENT CONSULTING,3840.663667,GIMBULKI RESOURCES PTY LTD,People & Culture,NULL,PROFESSIONAL SERVICES,NULL,Indigenous ,NULL,NULL,INDIGENOUS ADVISORY SERVICES FROM JUNE 2,4700555180,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
12,0,\People," Culture and Safety\""",HVAC,7020,NULL,AUD,NULL,2954974,C08,69828,AUD,DIRECT,NULL,NULL,NULL,AP Data,8130,SUBCONTRACTOR - FACILITIES MANAGEMENT,HVAC SERVICES,WSP AUSTRALIA PTY LTD,Corporate Services,NULL,FACILITIES MANAGEMENT,WSP AUSTRALIA PTY LTD,SAP & Others,100k to 350k,80078004798,NULL,NULL,20-12-2022,N/A,46702.10055,WSP AUSTRALIA PTY LIMITED,SHEQ,NULL,N/A,NULL,NULL,NULL,NULL,TASK 7 EMS SUPPORT - WSP AUSTRALIA,4700593309,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
10,0,\People," Culture and Safety\""",LABOUR HIRE,7020,NULL,AUD,NULL,2949277,NULL,1486.5,AUD,HR SERVICES,NULL,NULL,NULL,AP Data,8130,RECRUITING,MSP,RANDSTAD,Corporate Services,NULL,CORPORATE SERVICES,RANDSTAD PTY LTD,SAP & Others,Over 350k,28080275378,NULL,NULL,07-10-2022,RECRUITING,947.0439043,RANDSTAD PTY LTD,SHEQ,NULL,HR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
5,0,\People," Culture and Safety\""",LABOUR HIRE,7020,NULL,AUD,NULL,2007064,NULL,2261.870117,AUD,HR SERVICES,NULL,NULL,NULL,AP Data,7389,RECRUITING,TBC,RANDSTAD,Corporate Services,NULL,CORPORATE SERVICES,RANDSTAD PTY LTD,SAP & Others,Over 350k,28080275378,NULL,NULL,12-05-2022,RECRUITING,1553.551498,RANDSTAD PTY LTD,SHEQ,NULL,HR,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
9,0,\People," Culture and Safety\""",PRINTERS,7020,NULL,AUD,NULL,2436347,NULL,265.9400024,AUD,ADMINISTRATIVE PRODUCTS & SERVICES,NULL,NULL,NULL,AP Data,7769,OFFICE EQUIPMENT,PRINTERS,FUJIFILM UPSTREAM SOLUTIONS PTY LTD,Corporate Services,NULL,IT,FUJIFILM UPSTREAM SOLUTIONS PTY LTD,SAP & Others,Over 350k,35006572694,NULL,NULL,12-09-2022,OFFICE EQUIPMENT,183.315618,FUJIFILM UPSTREAM SOLUTIONS PTY LTD,SHEQ,NULL,INFORMATION TECHNOLOGY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
6,0,\People," Culture and Safety\""",LABOUR HIRE,7020,NULL,AUD,NULL,1931042,NULL,1809.5,AUD,HR SERVICES,NULL,NULL,NULL,AP Data,7389,RECRUITING,TBC,RANDSTAD,Corporate Services,NULL,CORPORATE SERVICES,RANDSTAD PTY LTD,SAP & Others,Over 350k,28080275378,NULL,NULL,20-06-2022,RECRUITING,1261.221702,RANDSTAD PTY LTD,SHEQ,NULL,HR,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
11,0,\People," Culture and Safety\""",LABOUR HIRE,7020,NULL,AUD,NULL,2663014,NULL,1466.680054,AUD,HR SERVICES,NULL,NULL,NULL,AP Data,8130,RECRUITING,MSP,RANDSTAD,Corporate Services,NULL,CORPORATE SERVICES,RANDSTAD PTY LTD,SAP & Others,Over 350k,28080275378,NULL,NULL,17-11-2022,RECRUITING,980.8665878,RANDSTAD PTY LTD,SHEQ,NULL,HR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
12,0,\People," Culture and Safety\""",NULL,7020,NULL,AUD,NULL,2972900,C89,13163.23047,AUD,INSURANCE & BENEFITS,NULL,NULL,NULL,AP Data,8130,CORPORATE INSURANCE,NULL,GALLAGHER BASSETT SERVICES PTY LTD,Corporate Services,NULL,NULL,GALLAGHER BASSETT SERVICES WORKERS,SAP & Others,Under 100k,70100375620,NULL,NULL,15-12-2022,CORPORATE INSURANCE,8826.930015,GALLAGHER BASSETT SERVICES WORKERS,SHEQ,NULL,CORPORATE,NULL,NULL,NULL,NULL,VIC GB UNDER IMPREST FUNDS TOP-UP,4700667386,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
5,0,\People," Culture and Safety\""",CONSULTANCY,7020,NULL,AUD,NULL,1674826,C08,43795,AUD,PROFESSIONAL SERVICES,NULL,NULL,NULL,AP Data,7389,GENERAL CONSULTING,TBC,THINKCLEAR GROUP PTY LTD,Corporate Services,NULL,CORPORATE SERVICES,THINKCLEAR GROUP PTY LTD,SAP & Others,Over 350k,69160037418,NULL,NULL,09-05-2022,ADVISORY & MANAGEMENT CONSULTING,30454.35011,THINKCLEAR GROUP PTY LTD,SHEQ,NULL,PROFESSIONAL SERVICES,0,NULL,NULL,NULL,THINKCLEAR GROUP OFSC & SUBCONTRACTOR,4700546598,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
8,0,Infra Serv - Rig & Well Services,ROAD SERVICES,7045,NULL,AUD,NULL,2554829,NULL,40,AUD,MARKETING,NULL,NULL,NULL,AP Data,7769,SIGNAGE & DISPLAYS,ROAD SERVICES,AWARD SIGNS PTY LTD,Infrastructure Services,NULL,CONSTRUCTION,AWARD SIGNS PTY LTD,SAP & Others,Under 100k,61526776633,NULL,NULL,30-08-2022,SIGNAGE & GRAPHICS,27.41936479,AWARD SIGNS (WA) PTY LTD,Minerals - BHP Iron Ore,NULL,PRINT,NULL,NULL,NULL,NULL,STICKERS-\UP,ON,MAST,FOOT,CLAMP,DOWN,"OFF"",4806174009,NULL,NULL,NULL,0,0,1,1,15,unmanaged",,,,,,,,,,
3,0,Infra Serv - Rig & Well Services,ROAD FREIGHT,7045,NULL,AUD,NULL,2007882,E25,320,AUD,TRANSPORTATION & LOGISTICS,NULL,NULL,NULL,AP Data,7389,TRANSPORTATION MANAGEMENT,TBC,WHW INTERSTATE HAULAGE P L,Infrastructure Services,NULL,SUPPLY CHAIN,WHW INTERSTATE HAULAGE P L,SAP & Others,Over 350k,81160428777,NULL,NULL,24-03-2022,CUSTOMS BROKERAGE,240.3232348,WHW INTERSTATE HAULAGE P/L,Minerals - BHP Olympic Dam,NULL,TRANSPORTATION & LOGISTICS,0,NULL,NULL,NULL,"TRANSPORT,22\DRILL",BIT,"WA-OD"",4805689165,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL",,,,,,,,,,,,,,
3,0,Infra Serv - Rig & Well Services,BUILDING,7045,NULL,AUD,NULL,2034592,E30,79.23999786,AUD,UNCATEGORIZED,NULL,NULL,NULL,AP Data,7389,UNCATEGORIZED,TBC,TRUCKLINE,Infrastructure Services,NULL,FACILITIES MANAGEMENT,TRUCKLINE,SAP & Others,Under 100k,64163280279,NULL,NULL,09-03-2022,UNCATEGORIZED,57.97873431,TRUCKLINE,Minerals - BHP Iron Ore,NULL,UNCATEGORIZED,0,NULL,NULL,NULL,"ELBOW,90,DEG X 6\","P105535"",4805635662,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL",,,,,,,,,,,,,,,
1,0,Strategy & CD and BM&C,CONSULTANCY,7020,NULL,AUD,NULL,1718792,C14,6000,AUD,PROFESSIONAL SERVICES,NULL,NULL,NULL,AP Data,7389,GENERAL CONSULTING,TBC,HAGGLUND WENDY ANNE,Corporate Services,NULL,CORPORATE SERVICES,HAGGLUND WENDY ANNE,SAP & Others,100k to 350k,56790798811,NULL,NULL,17-01-2022,ADVISORY & MANAGEMENT CONSULTING,4326.868991,"HAGGLUND, WENDY ANNE",\Brand," Marketing & Communications\""",NULL,PROFESSIONAL SERVICES,0,NULL,NULL,NULL,WH BMC HOURS,4700487762,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
8,0,Infra Serv - Rig & Well Services,NULL,7045,NULL,AUD,NULL,2443653,NULL,6400,AUD,EQUIPMENT,NULL,NULL,NULL,AP Data,7769,EQUIPMENT MAINTENANCE & REPAIR,NULL,BESMINDO AUSTRALIA,Infrastructure Services,NULL,NULL,BESMINDO AUSTRALIA,SAP & Others,Under 100k,60124455778,NULL,NULL,30-08-2022,EQUIPMENT MAINTENANCE & REPAIR,4387.098366,BESMINDO AUSTRALIA,Minerals - BHP Iron Ore,NULL,MRO,NULL,NULL,NULL,NULL,"SUB,500MM,S/S, OD 6-5/8,ID 2-1/4\","4"",4805988080,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL",,,,,,,,,,,,,,,
9,0,\People," Culture and Safety\""",EMPLOYEE ASSISTANCE PROGRAM,7020,NULL,AUD,NULL,2353121,NULL,172,AUD,HR SERVICES,NULL,NULL,NULL,AP Data,7769,RECRUITING,TBC,INGEUS AUSTRALIA PTY LTD,Corporate Services,NULL,CORPORATE SERVICES,INGEUS AUSTRALIA PTY LTD,SAP & Others,Over 350k,87152509370,NULL,NULL,26-09-2022,RECRUITING,111.309426,INGEUS AUSTRALIA PTY LTD,SHEQ,NULL,HR,NULL,NULL,NULL,NULL,ASSURE EAP SERVICES IS CY22,4700542144,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
1,0,\People," Culture and Safety\""",LABOUR HIRE,7020,NULL,AUD,NULL,1827890,NULL,39.15999985,AUD,HR SERVICES,NULL,NULL,NULL,AP Data,7389,RECRUITING,TBC,RANDSTAD,Corporate Services,NULL,CORPORATE SERVICES,RANDSTAD PTY LTD,SAP & Others,Over 350k,28080275378,NULL,NULL,03-01-2022,RECRUITING,28.17953443,RANDSTAD PTY LTD,SHEQ,NULL,HR,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
5,0,D&SI - Local Government,IT SERVICES,7007,NULL,AUD,NULL,1775603,D74,396.8800049,AUD,IT PRODUCTS & SERVICES,NULL,NULL,NULL,AP Data,7389,IT CONSULTING,IT SERVICES,ASTRON TECHNOLOGY PTY LTD,Defence & Social Infrastructure,NULL,IT,ASTRON TECHNOLOGY PTY LTD,SAP & Others,Over 350k,49088659821,NULL,NULL,05-05-2022,IT CONSULTING,282.5371966,ASTRON TECHNOLOGY PTY. LTD,City of Sydney,NULL,INFORMATION TECHNOLOGY,0,NULL,NULL,NULL,HP PRODISPLAY P24H 23.8\ FHD, 16:9," 250N"",4700524818,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL",,,,,,,,,,,,,,
4,0,\People," Culture and Safety\""",LABOUR HIRE,7020,NULL,AUD,NULL,1874320,NULL,2291.590088,AUD,HR SERVICES,NULL,NULL,NULL,AP Data,7389,RECRUITING,TBC,RANDSTAD,Corporate Services,NULL,CORPORATE SERVICES,RANDSTAD PTY LTD,SAP & Others,Over 350k,28080275378,NULL,NULL,20-04-2022,RECRUITING,1705.891067,RANDSTAD PTY LTD,SHEQ,NULL,HR,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
3,0,\People," Culture and Safety\""",LABOUR HIRE,7020,NULL,AUD,NULL,1847217,NULL,2261.870117,AUD,HR SERVICES,NULL,NULL,NULL,AP Data,7389,RECRUITING,TBC,RANDSTAD,Corporate Services,NULL,CORPORATE SERVICES,RANDSTAD PTY LTD,SAP & Others,Over 350k,28080275378,NULL,NULL,11-03-2022,RECRUITING,1649.134191,RANDSTAD PTY LTD,SHEQ,NULL,HR,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
12,0,Telco - Operations & Services,NULL,7025,NULL,AUD,NULL,2802448,N50,30.18000031,AUD,DIRECT,NULL,NULL,NULL,AP Data,8130,SUBCONTRACTOR - NETWORK DESIGN AND BUILD,NULL,WARREN AND BROWN,Telecommunications,NULL,NULL,WARREN AND BROWN,SAP & Others,Over 350k,15967688916,NULL,NULL,15-12-2022,N/A,20.23794676,WARREN & BROWN,Telstra FDC,NULL,N/A,NULL,NULL,NULL,NULL,"KIT,19-21\ ADAPTOR BLACK 1RU"," WARREN AND"",4700664810,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL",,,,,,,,,,,,,,,
9,0,Strategy & CD and BM&C,NULL,7020,NULL,AUD,NULL,2372330,NULL,10660,AUD,UNCATEGORIZED,NULL,NULL,NULL,AP Data,7769,UNCATEGORIZED,NULL,FMA AUSTRALIA,Corporate Services,NULL,NULL,FMA AUSTRALIA,SAP & Others,Under 100k,57003551844,NULL,NULL,21-09-2022,UNCATEGORIZED,7048.656226,FMA AUSTRALIA,\Brand," Marketing & Communications\""",NULL,UNCATEGORIZED,NULL,NULL,NULL,NULL,FMA_INV_1078_MEMBERSHIP_2022-2023 FMA CO,4700592189,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
3,0,\People," Culture and Safety\""",PROFESSIONAL MEMBERSHIPS & SUBSCRIPTIONS,7020,NULL,AUD,NULL,2181733,C09,18166.5,AUD,PROFESSIONAL SERVICES,NULL,NULL,NULL,AP Data,7389,LEGAL SERVICES,PROFESSIONAL MEMBERSHIPS & SUBSCRIPTIONS,FRAGOMEN (AUSTRALIA) PTY LTD,Corporate Services,NULL,CORPORATE SERVICES,FRAGOMEN PTY LTD,SAP & Others,100k to 350k,47104453947,NULL,NULL,14-03-2022,LEGAL SERVICES,13077.62855,FRAGOMEN (AUSTRALIA) PTY LIMITED,People & Culture,NULL,PROFESSIONAL SERVICES,0,NULL,NULL,NULL,FRAGOMEN EXECUTIVE SEARCH - PROFESSION,4700447973,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
12,0,Infra Serv - Rig & Well Services,NULL,7045,NULL,AUD,NULL,2902014,E25,4935,AUD,UNCATEGORIZED,NULL,NULL,NULL,AP Data,8130,UNCATEGORIZED,NULL,OKEEFE MINING AND DRILLING SERVICES,Infrastructure Services,NULL,NULL,OKEEFE MINING AND DRILLING SERVICES,SAP & Others,Under 100k,34061733695,NULL,NULL,23-12-2022,UNCATEGORIZED,3316.309388,O'KEEFE MINING & DRILLING SERVICES,Minerals - BHP Olympic Dam,NULL,UNCATEGORIZED,NULL,NULL,NULL,NULL,"X-OVER,SUB,4-1/2,REG,BOX/4\",IF,NC46,"PIN"",4806547852,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL",,,,,,,,,,,,,
9,0,\People," Culture and Safety\""",TELEPHONY & COMMUNICATIONS,7200,NULL,NZD,NULL,2474732,NULL,634.8800049,NZD,TELECOMMUNICATIONS,NULL,NULL,NULL,AP Data,7769,VOICE & DATA SERVICES,TELEPHONY & COMMUNICATIONS,SPARK NEWZEALAND TRADING LTD,Corporate Services,NULL,IT,SPARK NEW ZEALAND TRADING LTD,SAP & Others,Over 350k,50852911,NULL,NULL,14-09-2022,VOICE & DATA SERVICES,382.0454064,SPARK NEW ZEALAND TRADING LIMITED,People & Culture,NULL,INFORMATION TECHNOLOGY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
10,0,\People," Culture and Safety\""",EMPLOYEE ASSISTANCE PROGRAM,7020,NULL,AUD,NULL,2743296,C89,2752,AUD,HR SERVICES,NULL,NULL,NULL,AP Data,8130,RECRUITING,TBC,INGEUS AUSTRALIA PTY LTD,Corporate Services,NULL,CORPORATE SERVICES,INGEUS AUSTRALIA PTY LTD,SAP & Others,Over 350k,87152509370,NULL,NULL,12-10-2022,RECRUITING,1727.141731,INGEUS AUSTRALIA PTY LTD,SHEQ,NULL,HR,NULL,NULL,NULL,NULL,ASSURE EAP SERVICES DS&I CY22,4700542146,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
12,0,\People," Culture and Safety\""",EMPLOYEE ASSISTANCE PROGRAM,7020,NULL,AUD,NULL,2880488,C89,2580,AUD,HR SERVICES,NULL,NULL,NULL,AP Data,8130,RECRUITING,TBC,INGEUS AUSTRALIA PTY LTD,Corporate Services,NULL,CORPORATE SERVICES,INGEUS AUSTRALIA PTY LTD,SAP & Others,Over 350k,87152509370,NULL,NULL,23-12-2022,RECRUITING,1733.754452,INGEUS AUSTRALIA PTY LTD,SHEQ,NULL,HR,NULL,NULL,NULL,NULL,ASSURE EAP SERVICES IS CY22,4700542144,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
6,0,Strategy & CD and BM&C,PROFESSIONAL MEMBERSHIPS & SUBSCRIPTIONS,7020,NULL,AUD,NULL,1707988,C09,85000,AUD,ADMINISTRATIVE PRODUCTS & SERVICES,NULL,NULL,NULL,AP Data,7389,DUES & SUBSCRIPTIONS,PROFESSIONAL MEMBERSHIPS & SUBSCRIPTIONS,AUSTRALIAN MINES AND METALSASSOCIATION,Corporate Services,NULL,CORPORATE SERVICES,AUSTRALIAN MINES AND METALS,SAP & Others,Under 100k,32004078237,NULL,NULL,02-06-2022,DUES & SUBSCRIPTIONS,61755.03449,AUSTRALIAN MINES AND METALS,\Brand," Marketing & Communications\""",NULL,CORPORATE,0,NULL,NULL,NULL,AMMA 2022 SUBSCRIPTION,4700551535,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
7,0,\People," Culture and Safety\""",EMPLOYEE ASSISTANCE PROGRAM,7020,NULL,AUD,NULL,2283925,NULL,2752,AUD,HR SERVICES,NULL,NULL,NULL,AP Data,7769,RECRUITING,TBC,INGEUS AUSTRALIA PTY LTD,Corporate Services,NULL,CORPORATE SERVICES,INGEUS AUSTRALIA PTY LTD,SAP & Others,Over 350k,87152509370,NULL,NULL,26-07-2022,RECRUITING,1911.421717,INGEUS AUSTRALIA PTY LTD,SHEQ,NULL,HR,NULL,NULL,NULL,NULL,ASSURE EAP SERVICES DS&I CY22,4700542146,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
1,0,\People," Culture and Safety\""",NULL,7020,NULL,AUD,NULL,2201948,C09,42000,AUD,HR SERVICES,NULL,NULL,NULL,AP Data,7389,RECRUITING,NULL,LINKEDIN,Corporate Services,NULL,NULL,LINKEDIN SINGAPORE PTE LTD,SAP & Others,Under 100k,73615253408,NULL,NULL,25-01-2022,RECRUITING,30066.33923,LINKEDIN SINGAPORE PTE LTD,People & Culture,NULL,HR,0,NULL,NULL,NULL,CAREER PAGES - LARGE ENTERPRISE ADVANCED,4700475029,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
11,0,\People," Culture and Safety\""",EMPLOYEE ASSISTANCE PROGRAM,7020,NULL,AUD,NULL,2889922,C89,2494,AUD,HR SERVICES,NULL,NULL,NULL,AP Data,8130,RECRUITING,TBC,INGEUS AUSTRALIA PTY LTD,Corporate Services,NULL,CORPORATE SERVICES,INGEUS AUSTRALIA PTY LTD,SAP & Others,Over 350k,87152509370,NULL,NULL,09-11-2022,RECRUITING,1603.842018,INGEUS AUSTRALIA PTY LTD,SHEQ,NULL,HR,NULL,NULL,NULL,NULL,ASSURE EAP SERVICES DS&I CY22,4700542146,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
8,0,\People," Culture and Safety\""",EMPLOYEE ASSISTANCE PROGRAM,7020,NULL,AUD,NULL,2552084,NULL,2064,AUD,HR SERVICES,NULL,NULL,NULL,AP Data,7769,RECRUITING,TBC,INGEUS AUSTRALIA PTY LTD,Corporate Services,NULL,CORPORATE SERVICES,INGEUS AUSTRALIA PTY LTD,SAP & Others,Over 350k,87152509370,NULL,NULL,17-08-2022,RECRUITING,1430.700447,INGEUS AUSTRALIA PTY LTD,SHEQ,NULL,HR,NULL,NULL,NULL,NULL,ASSURE EAP SERVICES DS&I CY22,4700542146,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
6,0,\People," Culture and Safety\""",LABOUR HIRE,7020,NULL,AUD,NULL,1625938,NULL,1053.949951,AUD,HR SERVICES,NULL,NULL,NULL,AP Data,7389,RECRUITING,TBC,RANDSTAD,Corporate Services,NULL,CORPORATE SERVICES,RANDSTAD PTY LTD,SAP & Others,Over 350k,28080275378,NULL,NULL,10-06-2022,RECRUITING,743.1713486,RANDSTAD PTY LTD,SHEQ,NULL,HR,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
11,0,\People," Culture and Safety\""",PROFESSIONAL MEMBERSHIPS & SUBSCRIPTIONS,7020,NULL,AUD,NULL,2931702,C02,250,AUD,PROFESSIONAL SERVICES,NULL,NULL,NULL,AP Data,8130,LEGAL SERVICES,PROFESSIONAL MEMBERSHIPS & SUBSCRIPTIONS,FRAGOMEN (AUSTRALIA) PTY LTD,Corporate Services,NULL,CORPORATE SERVICES,FRAGOMEN PTY LTD,SAP & Others,100k to 350k,47104453947,NULL,NULL,22-11-2022,LEGAL SERVICES,166.1957786,FRAGOMEN (AUSTRALIA) PTY LIMITED,People & Culture,NULL,PROFESSIONAL SERVICES,NULL,NULL,NULL,NULL,SUNANDA SHARMA NOTIFICATION OF CESSATION,4700611266,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
8,0,\People," Culture and Safety\""",INSURANCE,7020,NULL,AUD,NULL,2425911,NULL,89624.59375,AUD,INSURANCE & BENEFITS,NULL,NULL,NULL,AP Data,7769,CORPORATE INSURANCE,INSURANCE,GALLAGHER BASSETT SERVICES PTY LTD,Corporate Services,NULL,CORPORATE SERVICES,GALLAGHER BASSETT SERVICES PTY LTD,SAP & Others,Over 350k,68009778018,NULL,NULL,23-08-2022,CORPORATE INSURANCE,62028.23033,GALLAGHER BASSETT SERVICES PTY LTD,SHEQ,NULL,CORPORATE,NULL,NULL,NULL,NULL,GB MONTHLY CLAIMS MANAGEMENT FEE SEP22,4700494724,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
3,0,\People," Culture and Safety\""",LABOUR HIRE,7020,NULL,AUD,NULL,2126554,NULL,4641.060059,AUD,HR SERVICES,NULL,NULL,NULL,AP Data,7389,RECRUITING,TBC,RANDSTAD,Corporate Services,NULL,CORPORATE SERVICES,RANDSTAD PTY LTD,SAP & Others,Over 350k,28080275378,NULL,NULL,31-03-2022,RECRUITING,3476.618712,RANDSTAD PTY LTD,SHEQ,NULL,HR,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
3,0,\People," Culture and Safety\""",EMPLOYEE ASSISTANCE PROGRAM,7020,NULL,AUD,NULL,2089228,C89,19561.75,AUD,HR SERVICES,NULL,NULL,NULL,AP Data,7389,RECRUITING,TBC,INGEUS AUSTRALIA PTY LTD,Corporate Services,NULL,CORPORATE SERVICES,INGEUS AUSTRALIA PTY LTD,SAP & Others,Over 350k,87152509370,NULL,NULL,04-03-2022,RECRUITING,14418.96617,INGEUS AUSTRALIA PTY LTD,SHEQ,NULL,HR,0,NULL,NULL,NULL,ASSURE PROGRAMS EAP 2021/2022,4700512641,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
1,0,\People," Culture and Safety\""",EMPLOYEE ASSISTANCE PROGRAM,7020,NULL,AUD,NULL,2180116,C89,19266,AUD,HR SERVICES,NULL,NULL,NULL,AP Data,7389,RECRUITING,TBC,INGEUS AUSTRALIA PTY LTD,Corporate Services,NULL,CORPORATE SERVICES,INGEUS AUSTRALIA PTY LTD,SAP & Others,Over 350k,87152509370,NULL,NULL,18-01-2022,RECRUITING,13846.95329,INGEUS AUSTRALIA PTY LTD,SHEQ,NULL,HR,0,NULL,NULL,NULL,ASSURE EAP SERVICE NOV21 - VS NZ,4700480533,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
8,0,\People," Culture and Safety\""",EMPLOYEE ASSISTANCE PROGRAM,7020,NULL,AUD,NULL,2384610,NULL,602,AUD,HR SERVICES,NULL,NULL,NULL,AP Data,7769,RECRUITING,TBC,INGEUS AUSTRALIA PTY LTD,Corporate Services,NULL,CORPORATE SERVICES,INGEUS AUSTRALIA PTY LTD,SAP & Others,Over 350k,87152509370,NULL,NULL,19-08-2022,RECRUITING,413.8779747,INGEUS AUSTRALIA PTY LTD,SHEQ,NULL,HR,NULL,NULL,NULL,NULL,ASSURE EAP SERVICES GROUP/CORPORATE CY22,4700542139,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
12,0,\People," Culture and Safety\""",HR,7200,NULL,NZD,NULL,2779341,C89,5994,NZD,INSURANCE & BENEFITS,NULL,NULL,NULL,AP Data,8130,EMPLOYEE INSURANCE & BENEFITS,EMPLOYMENT MEDICALS & BACKGROUND CHECKS,OK HEALTH SERVICES LTD,Corporate Services,NULL,CORPORATE SERVICES,OK HEALTH SERVICES LTD,SAP & Others,100k to 350k,92901246,NULL,NULL,17-12-2022,INSURANCE & BENEFITS,3817.576648,OK HEALTH SERVICES LIMITED,SHEQ,NULL,HR,NULL,NULL,NULL,NULL,NZ FLU VACCINATION 2022 - HABIT HEALTH,4700610805,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
