month,transferred,business_unit_l3,internal_categorization_l2,company,is_stream,original_currency,new_sector_group,id,po_purchasing_group,original_amount,base_currency,category,business_unit_l4,indigenous_flag,cost_type,data_source,spendanalysis_id,subcategory,internal_categorization_l3,normalized_vendor_name,new_sector,diversity_designation,internal_categorization_l1,simple_vendor_name,company_group_system,spend_amount_attribute,vendor_number,social_enterprise_flag,commercial_status_group,date,gdw_subcat,amount,original_vendor_name,business_unit_l2,business_unit,gdw_cat,is_diverse,minority_indicator,commercial_status,channel_type,transaction_description,po_number,vendor_country,company_group,business_unit_l5,is_preferred,is_managed,impactable,include_in_savings,lost_savings_rate,compliance_status,Extra_1,Extra_2,Extra_3,Extra_4,Extra_5,Extra_6
8,0,\People," Culture and Safety\""",EMPLOYEE ASSISTANCE PROGRAM,7020,NULL,AUD,NULL,2452625,NULL,172,AUD,HR SERVICES,NULL,NULL,NULL,AP Data,7769,RECRUITING,TBC,INGEUS AUSTRALIA PTY LTD,Corporate Services,NULL,CORPORATE SERVICES,INGEUS AUSTRALIA PTY LTD,SAP & Others,Over 350k,87152509370,NULL,NULL,19-08-2022,RECRUITING,118.2508499,INGEUS AUSTRALIA PTY LTD,SHEQ,NULL,HR,NULL,NULL,NULL,NULL,ASSURE EAP SERVICES IS CY22,4700542144,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
10,0,\People," Culture and Safety\""",LABOUR HIRE,7020,NULL,AUD,NULL,2761946,NULL,1486.5,AUD,HR SERVICES,NULL,NULL,NULL,AP Data,8130,RECRUITING,MSP,RANDSTAD,Corporate Services,NULL,CORPORATE SERVICES,RANDSTAD PTY LTD,SAP & Others,Over 350k,28080275378,NULL,NULL,13-10-2022,RECRUITING,935.7507787,RANDSTAD PTY LTD,SHEQ,NULL,HR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
2,0,Strategy & CD and BM&C,LEASING,7020,NULL,AUD,NULL,1794192,C14,3981,AUD,FACILITIES MANAGEMENT & MAINTENANCE,NULL,NULL,NULL,AP Data,7389,FACILITY / PROPERTY RENT,LEASING,PRESENTATION DESIGN COMPANY,Corporate Services,NULL,REAL ESTATE,PRESENTATION DESIGN COMPANY,SAP & Others,Under 100k,21152922131,NULL,NULL,01-02-2022,FACILITY / PROPERTY RENT,2840.098394,PRESENTATION DESIGN CO,\Brand," Marketing & Communications\""",NULL,REAL ESTATE & FACILITIES,0,NULL,NULL,NULL,WE ARE VENTIA SLIDE DECK,4700493183,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
5,0,\People," Culture and Safety\""",INSURANCE,7020,NULL,AUD,NULL,2195236,C89,50000,AUD,INSURANCE & BENEFITS,NULL,NULL,NULL,AP Data,7389,CORPORATE INSURANCE,INSURANCE,GALLAGHER BASSETT SERVICES PTY LTD,Corporate Services,NULL,CORPORATE SERVICES,GALLAGHER BASSETT SERVICES PTY LTD,SAP & Others,Over 350k,68009778018,NULL,NULL,13-05-2022,CORPORATE INSURANCE,34672.69325,GALLAGHER BASSETT SERVICES PTY LTD,SHEQ,NULL,CORPORATE,0,NULL,NULL,NULL,VISIONSTREAM IMPREST FUNDS APR22,4700538516,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
10,0,Telco - Operations & Services,NULL,7025,NULL,AUD,NULL,2749900,N81,60.36000061,AUD,DIRECT,NULL,NULL,NULL,AP Data,8130,SUBCONTRACTOR - NETWORK DESIGN AND BUILD,NULL,WARREN AND BROWN,Telecommunications,NULL,NULL,WARREN AND BROWN,SAP & Others,Over 350k,15967688916,NULL,NULL,11-10-2022,N/A,37.81362568,WARREN & BROWN,Telstra FDC,NULL,N/A,NULL,NULL,NULL,NULL,"KIT,19-21\ ADAPTOR BLACK 1RU"," WARREN AND"",4700627493,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL",,,,,,,,,,,,,,,
9,0,\People," Culture and Safety\""",EMPLOYEE ASSISTANCE PROGRAM,7020,NULL,AUD,NULL,2618805,NULL,9976,AUD,HR SERVICES,NULL,NULL,NULL,AP Data,7769,RECRUITING,TBC,INGEUS AUSTRALIA PTY LTD,Corporate Services,NULL,CORPORATE SERVICES,INGEUS AUSTRALIA PTY LTD,SAP & Others,Over 350k,87152509370,NULL,NULL,26-09-2022,RECRUITING,6455.946706,INGEUS AUSTRALIA PTY LTD,SHEQ,NULL,HR,NULL,NULL,NULL,NULL,ASSURE EAP SERVICES NO SECTOR AUG-DEC22,4700603834,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
11,0,Infra Serv - Rig & Well Services,EQUIPMENT HIRE,7045,NULL,AUD,NULL,2811023,E18,5269.600098,AUD,EQUIPMENT,NULL,NULL,NULL,AP Data,8130,EQUIPMENT RENTAL,PLANT HIRE,SCHRAMM AUSTRALIA,Infrastructure Services,NULL,ASSET MANAGEMENT,SCHRAMM AUSTRALIA,SAP & Others,Over 350k,68109184447,NULL,NULL,07-11-2022,EQUIPMENT RENTAL,3411.598893,SCHRAMM AUSTRALIA,Minerals - BHP Coal,NULL,MRO,NULL,NULL,NULL,NULL,"INSERT,ROD,SLIP,4-1/2\",METZKE,"AD27-042"",4806214411,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL",,,,,,,,,,,,,,
3,0,\People," Culture and Safety\""",PRINTERS,7020,NULL,AUD,NULL,2037329,NULL,330.2099915,AUD,ADMINISTRATIVE PRODUCTS & SERVICES,NULL,NULL,NULL,AP Data,7389,OFFICE EQUIPMENT,PRINTERS,FUJIFILM UPSTREAM SOLUTIONS PTY LTD,Corporate Services,NULL,IT,FUJIFILM UPSTREAM SOLUTIONS PTY LTD,SAP & Others,Over 350k,35006572694,NULL,NULL,29-03-2022,OFFICE EQUIPMENT,248.147778,FUJIFILM UPSTREAM SOLUTIONS PTY LTD,SHEQ,NULL,INFORMATION TECHNOLOGY,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
10,0,\People," Culture and Safety\""",EMPLOYEE ASSISTANCE PROGRAM,7020,NULL,AUD,NULL,2828054,C89,860,AUD,HR SERVICES,NULL,NULL,NULL,AP Data,8130,RECRUITING,TBC,INGEUS AUSTRALIA PTY LTD,Corporate Services,NULL,CORPORATE SERVICES,INGEUS AUSTRALIA PTY LTD,SAP & Others,Over 350k,87152509370,NULL,NULL,14-10-2022,RECRUITING,533.0840649,INGEUS AUSTRALIA PTY LTD,SHEQ,NULL,HR,NULL,NULL,NULL,NULL,ASSURE EAP SERVICES GROUP/CORPORATE CY22,4700542139,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
10,0,\People," Culture and Safety\""",CABLE INSTALLATION,7020,NULL,AUD,NULL,2882821,C05,4520,AUD,UNCATEGORIZED,NULL,NULL,NULL,AP Data,8130,UNCATEGORIZED,CABLE INSTALLATION,WORKPLACE SAFETY AUSTRALIA PTY LTD,Corporate Services,NULL,CONSTRUCTION,WORKPLACE SAFETY AUSTRALIA PTY LTD,SAP & Others,Under 100k,51090555570,NULL,NULL,11-10-2022,UNCATEGORIZED,2831.636648,WORKPLACE SAFETY AUSTRALIA PTY LTD,SHEQ,NULL,UNCATEGORIZED,NULL,NULL,NULL,NULL,SAFETY RENEWAL WORKPLACE SAFETY AUS,4700617232,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
12,0,\People," Culture and Safety\""",PROFESSIONAL MEMBERSHIPS & SUBSCRIPTIONS,7007,NULL,AUD,NULL,2782257,C02,450,AUD,PROFESSIONAL SERVICES,NULL,NULL,NULL,AP Data,8130,LEGAL SERVICES,PROFESSIONAL MEMBERSHIPS & SUBSCRIPTIONS,FRAGOMEN (AUSTRALIA) PTY LTD,Corporate Services,NULL,CORPORATE SERVICES,FRAGOMEN PTY LTD,SAP & Others,100k to 350k,47104453947,NULL,NULL,05-12-2022,LEGAL SERVICES,301.8078289,FRAGOMEN (AUSTRALIA) PTY LIMITED,People & Culture,NULL,PROFESSIONAL SERVICES,NULL,NULL,NULL,NULL,SPONSORSHIP OBLIGATIONS - NOTIFICATION T,4700660237,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
7,0,\People," Culture and Safety\""",NULL,7020,NULL,AUD,NULL,2489307,NULL,2527.27002,AUD,ADMINISTRATIVE PRODUCTS & SERVICES,NULL,NULL,NULL,AP Data,7769,DUES & SUBSCRIPTIONS,NULL,AI GROUP LTD,Corporate Services,NULL,NULL,AI GROUP LTD,SAP & Others,100k to 350k,81632926099,NULL,NULL,26-07-2022,DUES & SUBSCRIPTIONS,1755.333853,AI GROUP LIMITED,People & Culture,NULL,CORPORATE,NULL,NULL,NULL,NULL,AIGROUP INV300595204 PIR CONFERENCE 2022,4700588926,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
7,0,\People," Culture and Safety\""",LABOUR HIRE,7020,NULL,AUD,NULL,2375111,NULL,2150.159912,AUD,HR SERVICES,NULL,NULL,NULL,AP Data,7769,RECRUITING,TBC,RANDSTAD,Corporate Services,NULL,CORPORATE SERVICES,RANDSTAD PTY LTD,SAP & Others,Over 350k,28080275378,NULL,NULL,11-07-2022,RECRUITING,1449.32069,RANDSTAD PTY LTD,SHEQ,NULL,HR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
5,0,\People," Culture and Safety\""",LABOUR HIRE,7020,NULL,AUD,NULL,1723643,NULL,2261.870117,AUD,HR SERVICES,NULL,NULL,NULL,AP Data,7389,RECRUITING,TBC,RANDSTAD,Corporate Services,NULL,CORPORATE SERVICES,RANDSTAD PTY LTD,SAP & Others,Over 350k,28080275378,NULL,NULL,19-05-2022,RECRUITING,1592.703562,RANDSTAD PTY LTD,SHEQ,NULL,HR,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
6,0,\People," Culture and Safety\""",PROFESSIONAL MEMBERSHIPS & SUBSCRIPTIONS,7020,NULL,AUD,NULL,2095472,C02,500,AUD,PROFESSIONAL SERVICES,NULL,NULL,NULL,AP Data,7389,LEGAL SERVICES,PROFESSIONAL MEMBERSHIPS & SUBSCRIPTIONS,FRAGOMEN (AUSTRALIA) PTY LTD,Corporate Services,NULL,CORPORATE SERVICES,FRAGOMEN PTY LTD,SAP & Others,100k to 350k,47104453947,NULL,NULL,16-06-2022,LEGAL SERVICES,352.0251656,FRAGOMEN (AUSTRALIA) PTY LIMITED,People & Culture,NULL,PROFESSIONAL SERVICES,0,NULL,NULL,NULL,SUNANDA SHARMA - ADD DEPENDENT,4700563117,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
7,0,\People," Culture and Safety\""",EMPLOYEE ASSISTANCE PROGRAM,7020,NULL,AUD,NULL,2563690,NULL,172,AUD,HR SERVICES,NULL,NULL,NULL,AP Data,7769,RECRUITING,TBC,INGEUS AUSTRALIA PTY LTD,Corporate Services,NULL,CORPORATE SERVICES,INGEUS AUSTRALIA PTY LTD,SAP & Others,Over 350k,87152509370,NULL,NULL,26-07-2022,RECRUITING,119.4638573,INGEUS AUSTRALIA PTY LTD,SHEQ,NULL,HR,NULL,NULL,NULL,NULL,ASSURE EAP SERVICES TRANSPORT CY22,4700542143,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
10,0,\People," Culture and Safety\""",EMPLOYEE ASSISTANCE PROGRAM,7020,NULL,AUD,NULL,2786742,C89,1204,AUD,HR SERVICES,NULL,NULL,NULL,AP Data,8130,RECRUITING,TBC,INGEUS AUSTRALIA PTY LTD,Corporate Services,NULL,CORPORATE SERVICES,INGEUS AUSTRALIA PTY LTD,SAP & Others,Over 350k,87152509370,NULL,NULL,14-10-2022,RECRUITING,746.3176908,INGEUS AUSTRALIA PTY LTD,SHEQ,NULL,HR,NULL,NULL,NULL,NULL,ASSURE EAP SERVICES VISIONSTREAM - CY22,4700542140,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
9,0,\People," Culture and Safety\""",EMPLOYEE ASSISTANCE PROGRAM,7020,NULL,AUD,NULL,2513485,NULL,20044.5,AUD,HR SERVICES,NULL,NULL,NULL,AP Data,7769,RECRUITING,TBC,INGEUS AUSTRALIA PTY LTD,Corporate Services,NULL,CORPORATE SERVICES,INGEUS AUSTRALIA PTY LTD,SAP & Others,Over 350k,87152509370,NULL,NULL,01-09-2022,RECRUITING,13620.78702,INGEUS AUSTRALIA PTY LTD,SHEQ,NULL,HR,NULL,NULL,NULL,NULL,ASSURE EAP SERVICES NO SECTOR AUG-DEC22,4700603834,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
12,0,\People," Culture and Safety\""",EMPLOYEE ASSISTANCE PROGRAM,7020,NULL,AUD,NULL,2956651,C89,2580,AUD,HR SERVICES,NULL,NULL,NULL,AP Data,8130,RECRUITING,TBC,INGEUS AUSTRALIA PTY LTD,Corporate Services,NULL,CORPORATE SERVICES,INGEUS AUSTRALIA PTY LTD,SAP & Others,Over 350k,87152509370,NULL,NULL,23-12-2022,RECRUITING,1733.754452,INGEUS AUSTRALIA PTY LTD,SHEQ,NULL,HR,NULL,NULL,NULL,NULL,ASSURE EAP SERVICES DS&I CY22,4700542146,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
5,0,\People," Culture and Safety\""",EMPLOYEE ASSISTANCE PROGRAM,7020,NULL,AUD,NULL,2016457,C89,1874,AUD,HR SERVICES,NULL,NULL,NULL,AP Data,7389,RECRUITING,TBC,INGEUS AUSTRALIA PTY LTD,Corporate Services,NULL,CORPORATE SERVICES,INGEUS AUSTRALIA PTY LTD,SAP & Others,Over 350k,87152509370,NULL,NULL,18-05-2022,RECRUITING,1303.914317,INGEUS AUSTRALIA PTY LTD,SHEQ,NULL,HR,0,NULL,NULL,NULL,ASSURE EAP SERVICES TRANSPORT CY22,4700542143,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
3,0,\People," Culture and Safety\""",LEASING,7020,NULL,AUD,NULL,2255786,C09,1970,AUD,FACILITIES MANAGEMENT & MAINTENANCE,NULL,NULL,NULL,AP Data,7389,FACILITY / PROPERTY RENT,LEASING,BANNERMAN BROS PTY LTDT AS KWIK KOPY PRINTING CENTRE,Corporate Services,NULL,REAL ESTATE,BANNERMAN BROS PTY LTD,SAP & Others,Under 100k,14089821134,NULL,NULL,16-03-2022,FACILITY / PROPERTY RENT,1435.876803,BANNERMAN BROS PTY LTD,People & Culture,NULL,REAL ESTATE & FACILITIES,0,NULL,NULL,NULL,PRINTING FOR GRADUATE CAREER FAIR BOOKLE,4700517184,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
7,0,\People," Culture and Safety\""",EMPLOYEE ASSISTANCE PROGRAM,7020,NULL,AUD,NULL,2563422,NULL,2752,AUD,HR SERVICES,NULL,NULL,NULL,AP Data,7769,RECRUITING,TBC,INGEUS AUSTRALIA PTY LTD,Corporate Services,NULL,CORPORATE SERVICES,INGEUS AUSTRALIA PTY LTD,SAP & Others,Over 350k,87152509370,NULL,NULL,01-07-2022,RECRUITING,1875.733987,INGEUS AUSTRALIA PTY LTD,SHEQ,NULL,HR,NULL,NULL,NULL,NULL,ASSURE EAP SERVICES IS CY22,4700542144,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
4,0,Strategy & CD and BM&C,LEASING,7020,NULL,AUD,NULL,1879647,C14,450,AUD,FACILITIES MANAGEMENT & MAINTENANCE,NULL,NULL,NULL,AP Data,7389,FACILITY / PROPERTY RENT,LEASING,BANNERMAN BROS PTY LTDT AS KWIK KOPY PRINTING CENTRE,Corporate Services,NULL,REAL ESTATE,BANNERMAN BROS PTY LTD,SAP & Others,Under 100k,14089821134,NULL,NULL,04-04-2022,FACILITY / PROPERTY RENT,339.379313,BANNERMAN BROS PTY LTD,\Brand," Marketing & Communications\""",NULL,REAL ESTATE & FACILITIES,0,NULL,NULL,NULL,KK - TESLA AND HYBRID MAGNETS,4700529907,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
6,0,\People," Culture and Safety\""",EMPLOYEE ASSISTANCE PROGRAM,7020,NULL,AUD,NULL,2264466,C89,690,AUD,HR SERVICES,NULL,NULL,NULL,AP Data,7389,RECRUITING,TBC,INGEUS AUSTRALIA PTY LTD,Corporate Services,NULL,CORPORATE SERVICES,INGEUS AUSTRALIA PTY LTD,SAP & Others,Over 350k,87152509370,NULL,NULL,10-06-2022,RECRUITING,486.5394284,INGEUS AUSTRALIA PTY LTD,SHEQ,NULL,HR,0,NULL,NULL,NULL,ASSURE EAP SERVICES NO SECTOR CY22,4700542147,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
12,0,\People," Culture and Safety\""",EMPLOYEE ASSISTANCE PROGRAM,7020,NULL,AUD,NULL,2832812,C89,344,AUD,HR SERVICES,NULL,NULL,NULL,AP Data,8130,RECRUITING,TBC,INGEUS AUSTRALIA PTY LTD,Corporate Services,NULL,CORPORATE SERVICES,INGEUS AUSTRALIA PTY LTD,SAP & Others,Over 350k,87152509370,NULL,NULL,23-12-2022,RECRUITING,231.1672603,INGEUS AUSTRALIA PTY LTD,SHEQ,NULL,HR,NULL,NULL,NULL,NULL,ASSURE EAP SERVICES TRANSPORT CY22,4700542143,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
4,0,\People," Culture and Safety\""",PRINTERS,7020,NULL,AUD,NULL,2142162,NULL,397.519989,AUD,ADMINISTRATIVE PRODUCTS & SERVICES,NULL,NULL,NULL,AP Data,7389,OFFICE EQUIPMENT,PRINTERS,FUJIFILM UPSTREAM SOLUTIONS PTY LTD,Corporate Services,NULL,IT,FUJIFILM UPSTREAM SOLUTIONS PTY LTD,SAP & Others,Over 350k,35006572694,NULL,NULL,29-04-2022,OFFICE EQUIPMENT,280.9231341,FUJIFILM UPSTREAM SOLUTIONS PTY LTD,SHEQ,NULL,INFORMATION TECHNOLOGY,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
12,0,Strategy & CD and BM&C,NULL,7200,NULL,NZD,NULL,2733460,C14,300,NZD,UNCATEGORIZED,NULL,NULL,NULL,AP Data,8130,UNCATEGORIZED,NULL,LAST WORD WRITING SERVICES LTD,Corporate Services,NULL,NULL,LAST WORD WRITING SERVICES LTD,SAP & Others,Under 100k,106947643,NULL,NULL,21-12-2022,UNCATEGORIZED,188.61329,LAST WORD WRITING SERVICES LIMITED,\Brand," Marketing & Communications\""",NULL,UNCATEGORIZED,NULL,NULL,NULL,NULL,NZ MEDIA ENGAGEMENT PLAN TWO PAGER FOR V,4700670741,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
11,0,\People," Culture and Safety\""",LEASING,7020,NULL,AUD,NULL,2865624,C09,195,AUD,FACILITIES MANAGEMENT & MAINTENANCE,NULL,NULL,NULL,AP Data,8130,FACILITY / PROPERTY RENT,LEASING,BANNERMAN BROS PTY LTDT AS KWIK KOPY PRINTING CENTRE,Corporate Services,NULL,REAL ESTATE,BANNERMAN BROS PTY LTD,SAP & Others,Under 100k,14089821134,NULL,NULL,18-11-2022,FACILITY / PROPERTY RENT,130.1605313,BANNERMAN BROS PTY LTD,People & Culture,NULL,REAL ESTATE & FACILITIES,NULL,NULL,NULL,NULL,KWIK KOPY ORDER NO. 61621,4700651591,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
10,0,\People," Culture and Safety\""",LABOUR HIRE,7020,NULL,AUD,NULL,2879516,NULL,1359.650024,AUD,HR SERVICES,NULL,NULL,NULL,AP Data,8130,RECRUITING,MSP,RANDSTAD,Corporate Services,NULL,CORPORATE SERVICES,RANDSTAD PTY LTD,SAP & Others,Over 350k,28080275378,NULL,NULL,21-10-2022,RECRUITING,864.636241,RANDSTAD PTY LTD,SHEQ,NULL,HR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
9,0,\People," Culture and Safety\""",EMPLOYEE ASSISTANCE PROGRAM,7020,NULL,AUD,NULL,2569501,NULL,344,AUD,HR SERVICES,NULL,NULL,NULL,AP Data,7769,RECRUITING,TBC,INGEUS AUSTRALIA PTY LTD,Corporate Services,NULL,CORPORATE SERVICES,INGEUS AUSTRALIA PTY LTD,SAP & Others,Over 350k,87152509370,NULL,NULL,27-09-2022,RECRUITING,221.3670704,INGEUS AUSTRALIA PTY LTD,SHEQ,NULL,HR,NULL,NULL,NULL,NULL,ASSURE EAP SERVICES IS CY22,4700542144,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
7,0,Infra Serv - Industrial Services,PPE,7020,NULL,AUD,NULL,2377737,NULL,154.9600067,AUD,UNCATEGORIZED,NULL,NULL,NULL,AP Data,7769,UNCATEGORIZED,PPE EQUIPMENT & ATTIRE,HI TECH GRAPHICS PTY LTD,Infrastructure Services,NULL,CORPORATE SERVICES,HI TECH GRAPHICS PTY LTD,SAP & Others,Under 100k,92119120302,NULL,NULL,27-07-2022,UNCATEGORIZED,108.3750802,HI TECH GRAPHICS PTY LTD,VIVA Energy,NULL,UNCATEGORIZED,NULL,NULL,NULL,NULL,\OLIVER BOOTS AT55-332Z LACE UP," ZIP SID"",4700572748,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL",,,,,,,,,,,,,,,
10,0,\People," Culture and Safety\""",EMPLOYEE ASSISTANCE PROGRAM,7020,NULL,AUD,NULL,2640043,C89,3317.5,AUD,HR SERVICES,NULL,NULL,NULL,AP Data,8130,RECRUITING,TBC,INGEUS AUSTRALIA PTY LTD,Corporate Services,NULL,CORPORATE SERVICES,INGEUS AUSTRALIA PTY LTD,SAP & Others,Over 350k,87152509370,NULL,NULL,31-10-2022,RECRUITING,2125.854427,INGEUS AUSTRALIA PTY LTD,SHEQ,NULL,HR,NULL,NULL,NULL,NULL,ASSURE EAP SERVICES DS&I CY22,4700542146,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
9,0,\People," Culture and Safety\""",PPE,7020,NULL,AUD,NULL,2370214,NULL,278.3099976,AUD,MARKETING,NULL,NULL,NULL,AP Data,7769,PROMOTIONAL PRODUCTS,PPE EQUIPMENT & ATTIRE,PROMO GEAR,Corporate Services,NULL,CORPORATE SERVICES,PROMO GEAR,SAP & Others,Over 350k,57621349989,NULL,NULL,13-09-2022,PROMOTIONAL PRODUCTS,187.6352604,PROMO GEAR,SHEQ,NULL,MARKETING,NULL,Indigenous ,NULL,NULL,PROMOGEAR SHIRTS FOR SHEQ TEAM,4700541420,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
9,0,\People," Culture and Safety\""",NULL,7020,NULL,AUD,NULL,2490579,NULL,18323.48047,AUD,INSURANCE & BENEFITS,NULL,NULL,NULL,AP Data,7769,CORPORATE INSURANCE,NULL,GALLAGHER BASSETT SERVICES PTY LTD,Corporate Services,NULL,NULL,GALLAGHER BASSETT SERVICES WORKERS,SAP & Others,Under 100k,70100375620,NULL,NULL,19-09-2022,CORPORATE INSURANCE,12336.1861,GALLAGHER BASSETT SERVICES WORKERS,SHEQ,NULL,CORPORATE,NULL,NULL,NULL,NULL,VIC GB UNDER EXCESS MAY22,4700612090,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
5,0,\People," Culture and Safety\""",INSURANCE,7020,NULL,AUD,NULL,1658341,C89,50000,AUD,INSURANCE & BENEFITS,NULL,NULL,NULL,AP Data,7389,CORPORATE INSURANCE,INSURANCE,GALLAGHER BASSETT SERVICES PTY LTD,Corporate Services,NULL,CORPORATE SERVICES,GALLAGHER BASSETT SERVICES PTY LTD,SAP & Others,Over 350k,68009778018,NULL,NULL,13-05-2022,CORPORATE INSURANCE,34672.69325,GALLAGHER BASSETT SERVICES PTY LTD,SHEQ,NULL,CORPORATE,0,NULL,NULL,NULL,VISIONSTREAM IMPREST FUNDS MAY22,4700544948,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
11,0,\People," Culture and Safety\""",EMPLOYEE ASSISTANCE PROGRAM,7020,NULL,AUD,NULL,2672180,C89,10836,AUD,HR SERVICES,NULL,NULL,NULL,AP Data,8130,RECRUITING,TBC,INGEUS AUSTRALIA PTY LTD,Corporate Services,NULL,CORPORATE SERVICES,INGEUS AUSTRALIA PTY LTD,SAP & Others,Over 350k,87152509370,NULL,NULL,22-11-2022,RECRUITING,7203.589829,INGEUS AUSTRALIA PTY LTD,SHEQ,NULL,HR,NULL,NULL,NULL,NULL,ASSURE EAP SERVICES NO SECTOR CY22,4700634897,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
12,0,\People," Culture and Safety\""",PROFESSIONAL SERVICES,7020,NULL,AUD,NULL,2759574,C89,179249.1875,AUD,INSURANCE & BENEFITS,NULL,NULL,NULL,AP Data,8130,CORPORATE INSURANCE,INSURANCES,GALLAGHER BASSETT SERVICES PTY LTD,Corporate Services,NULL,CORPORATE SERVICES,GALLAGHER BASSETT SERVICES PTY LTD,SAP & Others,Over 350k,68009778018,NULL,NULL,06-12-2022,CORPORATE INSURANCE,120055.229,GALLAGHER BASSETT SERVICES PTY LTD,SHEQ,NULL,CORPORATE,NULL,NULL,NULL,NULL,GB MONTHLY CLAIMS MANAGEMENT FEE SEP22,4700494724,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
12,0,\People," Culture and Safety\""",EMPLOYEE ASSISTANCE PROGRAM,7020,NULL,AUD,NULL,2653843,C89,5246,AUD,HR SERVICES,NULL,NULL,NULL,AP Data,8130,RECRUITING,TBC,INGEUS AUSTRALIA PTY LTD,Corporate Services,NULL,CORPORATE SERVICES,INGEUS AUSTRALIA PTY LTD,SAP & Others,Over 350k,87152509370,NULL,NULL,23-12-2022,RECRUITING,3525.300719,INGEUS AUSTRALIA PTY LTD,SHEQ,NULL,HR,NULL,NULL,NULL,NULL,ASSURE EAP SERVICES GROUP AUG-DEC22,4700603837,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
